id,dbXRefs,ICD10,All_ICD_counts,f41202_ICD_counts,ICD10_all_freq
MONDO_0019499,Q96.8,Q96,1.0,0.0,0.0001989590462699158
MONDO_0019773,Q05.8,Q05,4.0,1.0,0.0007958361850796633
MONDO_0019773,Q05.6,Q05,1.0,0.0,0.0001989590462699158
MONDO_0019773,Q05.0,Q05,1.0,1.0,0.0001989590462699158
MONDO_0019773,Q05.5,Q05,1.0,1.0,0.0001989590462699158
MONDO_0019773,Q05.9,Q05,162.0,13.0,0.03223136549572636
MONDO_0019773,Q05.7,Q05,10.0,2.0,0.001989590462699158
MONDO_0019773,Q05.4,Q05,16.0,1.0,0.003183344740318653
MONDO_0019773,Q05.1,Q05,1.0,0.0,0.0001989590462699158
EFO_0005557,C03.9,C03,17.0,8.0,0.0033823037865885687
MONDO_0013599,K63.9,K63,940.0,596.0,0.18702150349372085
MONDO_0013800,Q79.6,Q79,71.0,15.0,0.014126092285164022
MONDO_0013990,Q04.3,Q04,2.0,0.0,0.0003979180925398316
MONDO_0014510,E71.3,E71,6.0,2.0,0.0011937542776194949
MONDO_0014601,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0015481,Q10.3,Q10,6.0,4.0,0.0011937542776194949
MONDO_0016061,D84.1,D84,21.0,10.0,0.004178139971668232
MONDO_0016291,Q75.0,Q75,3.0,1.0,0.0005968771388097474
MONDO_0016827,G71.8,G71,5.0,2.0,0.000994795231349579
MONDO_0017811,Q93.5,Q93,3.0,0.0,0.0005968771388097474
MONDO_0018171,C56,C56,1452.0,1046.0,0.2888885351839177
MONDO_0018332,E71.3,E71,6.0,2.0,0.0011937542776194949
MONDO_0018443,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0018870,Q28.8,Q28,5.0,3.0,0.000994795231349579
MONDO_0020360,Q11.2,Q11,5.0,0.0,0.000994795231349579
MONDO_0021496,D10.0,D10,79.0,72.0,0.01571776465532335
MONDO_0100289,H35.5,H35,106.0,13.0,0.021089658904611074
EFO_0004143,G56.0,G56,11843.0,11352.0,2.356271984974613
MONDO_0016028,I73.81,I73,1.0,0.0,0.0001989590462699158
MONDO_0016028,I73.8,I73,1.0,0.0,0.0001989590462699158
MONDO_0016780,Q93.5,Q93,3.0,0.0,0.0005968771388097474
MONDO_0017366,C75.5,C75,9.0,6.0,0.0017906314164292422
MONDO_0017366,D35.6,D35,4.0,4.0,0.0007958361850796633
MONDO_0017366,D35.0,D35,230.0,141.0,0.045760580642080634
MONDO_0017366,C74.1,C74,21.0,13.0,0.004178139971668232
MONDO_0017583,Q87.2,Q87,13.0,2.0,0.0025864676015089055
MONDO_0017609,Q63.8,Q63,9.0,0.0,0.0017906314164292422
MONDO_0019655,N04.1,N04,24.0,15.0,0.0047750171104779795
MONDO_0023297,L40.4,L40,15.0,7.0,0.002984385694048737
EFO_0000768,J84.1,J84,1059.0,394.0,0.21069762999984085
EFO_0003085,C49.9,C49,66.0,28.0,0.013131297053814443
EFO_0003085,C49.9,C49,66.0,28.0,0.013131297053814443
EFO_0003877,G47.3,G47,5654.0,3199.0,1.1249144476101038
MONDO_0013099,E23.0,E23,344.0,187.0,0.06844191191685103
MONDO_0014118,D70,D70,3961.0,1555.0,0.7880767822751364
MONDO_0016242,D58.2,D58,25.0,6.0,0.004973976156747895
MONDO_0016601,E72.2,E72,4.0,1.0,0.0007958361850796633
MONDO_0017382,Q66.8,Q66,113.0,62.0,0.022482372228500486
MONDO_0017441,Q71.1,Q71,1.0,0.0,0.0001989590462699158
MONDO_0017857,Q05.9,Q05,162.0,13.0,0.03223136549572636
MONDO_0018267,G24.3,G24,32.0,22.0,0.006366689480637306
MONDO_0018458,E83.5,E83,1334.0,391.0,0.2654113677240677
MONDO_0018470,Q60.2,Q60,31.0,1.0,0.00616773043436739
MONDO_0018470,Q60.0,Q60,109.0,0.0,0.021686536043420822
EFO_0002939,C71.6,C71,13.0,7.0,0.0025864676015089055
EFO_0002939,C71.6,C71,13.0,7.0,0.0025864676015089055
MONDO_0013256,Q93.5,Q93,3.0,0.0,0.0005968771388097474
MONDO_0013336,Q93.5,Q93,3.0,0.0,0.0005968771388097474
MONDO_0014397,G31.8,G31,179.0,58.0,0.03561366928231493
MONDO_0016469,Q79.6,Q79,71.0,15.0,0.014126092285164022
MONDO_0017296,E74.8,E74,5.0,0.0,0.000994795231349579
MONDO_0018953,Q75.8,Q75,4.0,1.0,0.0007958361850796633
MONDO_0019593,E25.0,E25,19.0,9.0,0.0037802218791284
MONDO_0020096,Q82.8,Q82,86.0,52.0,0.01711047797921276
MONDO_0020510,G95.0,G95,63.0,26.0,0.012534419915004695
EFO_0005717,C69.2,C69,9.0,7.0,0.0017906314164292422
EFO_0005717,C69.2,C69,9.0,7.0,0.0017906314164292422
MONDO_0014067,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0014160,D84.8,D84,15.0,5.0,0.002984385694048737
MONDO_0014528,K59.8,K59,358.0,237.0,0.07122733856462986
MONDO_0015348,E75.2,E75,13.0,7.0,0.0025864676015089055
MONDO_0016478,Q87.3,Q87,2.0,1.0,0.0003979180925398316
MONDO_0016872,Q93.5,Q93,3.0,0.0,0.0005968771388097474
MONDO_0016881,Q93.5,Q93,3.0,0.0,0.0005968771388097474
MONDO_0018216,Q93.5,Q93,3.0,0.0,0.0005968771388097474
MONDO_0018333,E71.3,E71,6.0,2.0,0.0011937542776194949
MONDO_0020302,Q93.5,Q93,3.0,0.0,0.0005968771388097474
MONDO_0020354,Q14.8,Q14,1.0,0.0,0.0001989590462699158
MONDO_0014127,E70.3,E70,15.0,2.0,0.002984385694048737
MONDO_0015480,Q10.3,Q10,6.0,4.0,0.0011937542776194949
MONDO_0016240,Q72.8,Q72,5.0,2.0,0.000994795231349579
MONDO_0016240,Q71.8,Q71,2.0,0.0,0.0003979180925398316
MONDO_0016541,D75.1,D75,352.0,215.0,0.07003358428701036
MONDO_0017464,Q74.2,Q74,30.0,19.0,0.005968771388097474
MONDO_0017723,E75.0,E75,1.0,0.0,0.0001989590462699158
MONDO_0019321,E34.8,E34,40.0,25.0,0.007958361850796632
MONDO_0019332,Q82.8,Q82,86.0,52.0,0.01711047797921276
MONDO_0019424,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0020437,Q21.2,Q21,7.0,6.0,0.0013927133238894106
EFO_0000178,C16.1,C16,25.0,18.0,0.004973976156747895
MONDO_0013301,E25.8,E25,1.0,1.0,0.0001989590462699158
MONDO_0014119,H50.8,H50,24.0,17.0,0.0047750171104779795
MONDO_0014208,G60.0,G60,101.0,31.0,0.020094863673261496
MONDO_0015774,Q43.4,Q43,1.0,0.0,0.0001989590462699158
MONDO_0017145,D56.1,D56,64.0,8.0,0.012733378961274612
MONDO_0018425,G10,G10,19.0,1.0,0.0037802218791284
EFO_0003014,N60.1,N60,655.0,441.0,0.13031817530679485
EFO_0003016,C64,C64,1397.0,1063.0,0.27794578763907235
EFO_0003016,C64,C64,1397.0,1063.0,0.27794578763907235
MONDO_0013351,Q04.3,Q04,2.0,0.0,0.0003979180925398316
MONDO_0016901,Q93.5,Q93,3.0,0.0,0.0005968771388097474
MONDO_0018130,G25.8,G25,328.0,58.0,0.06525856717653239
MONDO_0018430,Q04.3,Q04,2.0,0.0,0.0003979180925398316
MONDO_0018762,E23.0,E23,344.0,187.0,0.06844191191685103
MONDO_0018781,Q80.8,Q80,1.0,0.0,0.0001989590462699158
MONDO_0019005,Q61.5,Q61,36.0,8.0,0.007162525665716969
MONDO_0019034,Q45.3,Q45,15.0,2.0,0.002984385694048737
MONDO_0019190,D12.6,D12,2865.0,2263.0,0.5700176675633087
MONDO_0020494,K00.2,K00,4.0,2.0,0.0007958361850796633
EFO_0000762,D13.4,D13,41.0,17.0,0.008157320897066549
EFO_0000762,D13.4,D13,41.0,17.0,0.008157320897066549
MONDO_0014342,N97.8,N97,24.0,13.0,0.0047750171104779795
MONDO_0014753,H47.2,H47,70.0,9.0,0.013927133238894105
MONDO_0014804,D64.0,D64,11.0,5.0,0.0021885495089690736
MONDO_0015503,Q30.8,Q30,4.0,3.0,0.0007958361850796633
MONDO_0015503,Q30.2,Q30,1.0,1.0,0.0001989590462699158
MONDO_0015503,Q30.9,Q30,7.0,6.0,0.0013927133238894106
MONDO_0015503,Q30.3,Q30,9.0,5.0,0.0017906314164292422
MONDO_0015503,Q30.0,Q30,5.0,4.0,0.000994795231349579
MONDO_0015721,D66,D66,84.0,38.0,0.016712559886672928
MONDO_0016514,Q81.0,Q81,2.0,0.0,0.0003979180925398316
MONDO_0017350,E70.8,E70,2.0,0.0,0.0003979180925398316
MONDO_0017666,Q82.8,Q82,86.0,52.0,0.01711047797921276
MONDO_0018338,D81.8,D81,1.0,1.0,0.0001989590462699158
MONDO_0018431,G90.8,G90,15.0,8.0,0.002984385694048737
MONDO_0018588,E85.8,E85,13.0,9.0,0.0025864676015089055
MONDO_0019012,Q87.0,Q87,21.0,4.0,0.004178139971668232
MONDO_0020306,Q87.2,Q87,13.0,2.0,0.0025864676015089055
MONDO_0020387,Q20.1,Q20,3.0,0.0,0.0005968771388097474
MONDO_0020470,Q98.8,Q98,1.0,1.0,0.0001989590462699158
MONDO_0020550,C58,C58,14.0,2.0,0.002785426647778821
MONDO_0015606,Q99.8,Q99,20.0,4.0,0.003979180925398316
MONDO_0016307,E75.2,E75,13.0,7.0,0.0025864676015089055
MONDO_0016600,E72.2,E72,4.0,1.0,0.0007958361850796633
MONDO_0016859,Q10.3,Q10,6.0,4.0,0.0011937542776194949
MONDO_0017256,H20.0,H20,98.0,32.0,0.01949798653445175
MONDO_0017256,H20.1,H20,43.0,9.0,0.00855523898960638
MONDO_0017256,H20.2,H20,2.0,1.0,0.0003979180925398316
MONDO_0017256,H20.8,H20,84.0,17.0,0.016712559886672928
MONDO_0017256,H20.9,H20,294.0,74.0,0.058493959603355246
MONDO_0017379,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0018612,E03.1,E03,13.0,0.0,0.0025864676015089055
MONDO_0018612,E03.0,E03,14.0,1.0,0.002785426647778821
MONDO_0018937,E76.2,E76,5.0,1.0,0.000994795231349579
MONDO_0013981,G25.3,G25,106.0,30.0,0.021089658904611074
MONDO_0014405,M35.8,M35,25.0,10.0,0.004973976156747895
MONDO_0016025,G40.4,G40,1.0,0.0,0.0001989590462699158
MONDO_0016030,D69.3,D69,485.0,282.0,0.09649513744090917
MONDO_0016683,C71.0,C71,59.0,47.0,0.011738583729925032
MONDO_0018450,G12.2,G12,254.0,174.0,0.050535597752558614
MONDO_0019200,H35.5,H35,106.0,13.0,0.021089658904611074
MONDO_0019900,Q93.5,Q93,3.0,0.0,0.0005968771388097474
MONDO_0019926,Q99.8,Q99,20.0,4.0,0.003979180925398316
MONDO_0013324,Q82.0,Q82,19.0,4.0,0.0037802218791284
MONDO_0013992,E66.8,E66,1779.0,484.0,0.35394814331418023
MONDO_0015277,C73,C73,642.0,435.0,0.12773170770528594
MONDO_0015326,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0015476,Q18.0,Q18,91.0,86.0,0.018105273210562337
MONDO_0016083,L60.8,L60,203.0,174.0,0.04038868639279291
MONDO_0017596,C83.3,C83,861.0,663.0,0.1713037388383975
MONDO_0017766,E83.8,E83,2.0,0.0,0.0003979180925398316
MONDO_0017895,C73,C73,642.0,435.0,0.12773170770528594
MONDO_0018079,C37,C37,37.0,23.0,0.007361484711986885
MONDO_0018079,D15.0,D15,45.0,40.0,0.008953157082146211
MONDO_0018205,Q93.5,Q93,3.0,0.0,0.0005968771388097474
MONDO_0019407,Q78.8,Q78,3.0,0.0,0.0005968771388097474
MONDO_0019412,Q78.4,Q78,4.0,1.0,0.0007958361850796633
MONDO_0019484,G40.5,G40,1.0,0.0,0.0001989590462699158
MONDO_0019548,G60.0,G60,101.0,31.0,0.020094863673261496
MONDO_0013580,E74.4,E74,1.0,0.0,0.0001989590462699158
MONDO_0014532,G71.3,G71,33.0,18.0,0.006565648526907221
MONDO_0014658,Q77.4,Q77,12.0,3.0,0.0023875085552389898
MONDO_0016476,Q87.3,Q87,2.0,1.0,0.0003979180925398316
MONDO_0017181,G44.8,G44,66.0,51.0,0.013131297053814443
MONDO_0017699,E74.0,E74,13.0,5.0,0.0025864676015089055
MONDO_0018028,Q99.8,Q99,20.0,4.0,0.003979180925398316
MONDO_0018105,E13.8,E13,3.0,1.0,0.0005968771388097474
MONDO_0018175,D68.8,D68,234.0,32.0,0.046556416827160295
MONDO_0018303,G24.1,G24,9.0,6.0,0.0017906314164292422
MONDO_0019406,Q87.5,Q87,2.0,0.0,0.0003979180925398316
MONDO_0019530,Q70.2,Q70,1.0,1.0,0.0001989590462699158
MONDO_0019530,Q70.0,Q70,2.0,2.0,0.0003979180925398316
MONDO_0019530,Q70.3,Q70,8.0,4.0,0.0015916723701593265
MONDO_0020460,D68.4,D68,15.0,5.0,0.002984385694048737
EFO_0001064,Q90.9,Q90,16.0,0.0,0.003183344740318653
MONDO_0013058,E75.2,E75,13.0,7.0,0.0025864676015089055
MONDO_0014272,Q82.8,Q82,86.0,52.0,0.01711047797921276
MONDO_0015238,Q87.0,Q87,21.0,4.0,0.004178139971668232
MONDO_0015324,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0015325,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0015362,G12.1,G12,5.0,2.0,0.000994795231349579
MONDO_0015415,Q18.8,Q18,3.0,2.0,0.0005968771388097474
MONDO_0016525,E26.0,E26,88.0,54.0,0.01750839607175259
MONDO_0016549,Q62.2,Q62,9.0,3.0,0.0017906314164292422
MONDO_0017868,Q04.8,Q04,8.0,3.0,0.0015916723701593265
MONDO_0018424,E88.8,E88,25.0,8.0,0.004973976156747895
MONDO_0019191,K11.8,K11,150.0,122.0,0.02984385694048737
MONDO_0019982,Q61.4,Q61,14.0,4.0,0.002785426647778821
MONDO_0013317,I49.8,I49,420.0,192.0,0.08356279943336464
MONDO_0014273,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0014455,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0015366,G60.8,G60,51.0,26.0,0.010146911359765707
MONDO_0015579,D56.0,D56,26.0,0.0,0.005172935203017811
MONDO_0016116,G12.2,G12,254.0,174.0,0.050535597752558614
MONDO_0017136,Q78.8,Q78,3.0,0.0,0.0005968771388097474
MONDO_0017579,Q87.0,Q87,21.0,4.0,0.004178139971668232
MONDO_0017791,Q78.0,Q78,42.0,10.0,0.008356279943336464
MONDO_0018542,D70,D70,3961.0,1555.0,0.7880767822751364
MONDO_0019516,H35.0,H35,305.0,147.0,0.06068250911232432
EFO_0005570,C04.0,C04,21.0,11.0,0.004178139971668232
EFO_0005570,C04.9,C04,68.0,48.0,0.013529215146354275
EFO_0005570,C04.1,C04,8.0,1.0,0.0015916723701593265
MONDO_0013668,Q99.8,Q99,20.0,4.0,0.003979180925398316
MONDO_0015779,Q98.7,Q98,1.0,0.0,0.0001989590462699158
MONDO_0016815,G31.8,G31,179.0,58.0,0.03561366928231493
MONDO_0017743,E77.8,E77,8.0,1.0,0.0015916723701593265
MONDO_0018064,Q87.0,Q87,21.0,4.0,0.004178139971668232
MONDO_0018446,G11.1,G11,13.0,7.0,0.0025864676015089055
MONDO_0018947,G71.2,G71,7.0,2.0,0.0013927133238894106
MONDO_0020380,G11.8,G11,2.0,1.0,0.0003979180925398316
EFO_0000650,A37.0,A37,1.0,0.0,0.0001989590462699158
EFO_0000650,A37.9,A37,1.0,0.0,0.0001989590462699158
EFO_0003063,M33.2,M33,56.0,39.0,0.011141706591115285
MONDO_0013355,D64.4,D64,1.0,1.0,0.0001989590462699158
MONDO_0013778,I15.1,I15,112.0,2.0,0.02228341318223057
MONDO_0016673,Q81.8,Q81,1.0,0.0,0.0001989590462699158
MONDO_0016898,Q93.5,Q93,3.0,0.0,0.0005968771388097474
MONDO_0017610,Q81.0,Q81,2.0,0.0,0.0003979180925398316
MONDO_0018980,Q75.4,Q75,6.0,2.0,0.0011937542776194949
MONDO_0019490,I45.8,I45,72.0,18.0,0.014325051331433938
MONDO_0019923,Q87.3,Q87,2.0,1.0,0.0003979180925398316
MONDO_0020371,H21.2,H21,23.0,0.0,0.004576058064208063
MONDO_0100354,Q43.8,Q43,65.0,17.0,0.012932338007544527
EFO_0000574,C85.9,C85,1277.0,914.0,0.2540707020866825
EFO_0002087,C49.9,C49,66.0,28.0,0.013131297053814443
EFO_0002087,C49.9,C49,66.0,28.0,0.013131297053814443
EFO_0002918,C49.9,C49,66.0,28.0,0.013131297053814443
EFO_0002918,C49.9,C49,66.0,28.0,0.013131297053814443
MONDO_0013997,Q82.8,Q82,86.0,52.0,0.01711047797921276
MONDO_0015131,D81.8,D81,1.0,1.0,0.0001989590462699158
MONDO_0015131,D81.0,D81,1.0,1.0,0.0001989590462699158
MONDO_0015131,D81.9,D81,4.0,3.0,0.0007958361850796633
MONDO_0015131,D81.1,D81,1.0,1.0,0.0001989590462699158
MONDO_0016162,Q04.3,Q04,2.0,0.0,0.0003979180925398316
MONDO_0017043,D41.0,D41,172.0,128.0,0.03422095595842552
MONDO_0017194,M92.5,M92,14.0,7.0,0.002785426647778821
MONDO_0017726,E75.0,E75,1.0,0.0,0.0001989590462699158
MONDO_0017922,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0018154,Q74.0,Q74,25.0,13.0,0.004973976156747895
MONDO_0018888,Q13.4,Q13,1.0,0.0,0.0001989590462699158
MONDO_0018945,G10,G10,19.0,1.0,0.0037802218791284
MONDO_0018982,E75.2,E75,13.0,7.0,0.0025864676015089055
MONDO_0019132,G12.8,G12,4.0,0.0,0.0007958361850796633
MONDO_0019164,Q93.5,Q93,3.0,0.0,0.0005968771388097474
MONDO_0019430,G31.8,G31,179.0,58.0,0.03561366928231493
MONDO_0020488,G23.1,G23,13.0,6.0,0.0025864676015089055
MONDO_0020516,C37,C37,37.0,23.0,0.007361484711986885
MONDO_0031332,D69.1,D69,14.0,5.0,0.002785426647778821
EFO_0000218,C94.0,C94,3.0,2.0,0.0005968771388097474
EFO_0000218,C94.0,C94,3.0,2.0,0.0005968771388097474
MONDO_0014305,G11.4,G11,29.0,12.0,0.0057698123418275585
MONDO_0015099,Q04.3,Q04,2.0,0.0,0.0003979180925398316
MONDO_0015991,E72.2,E72,4.0,1.0,0.0007958361850796633
MONDO_0018349,E77.8,E77,8.0,1.0,0.0015916723701593265
MONDO_0019333,E16.1,E16,50.0,30.0,0.00994795231349579
MONDO_0019342,Q87.1,Q87,14.0,2.0,0.002785426647778821
EFO_0000220,C91.9,C91,49.0,10.0,0.009748993267225874
EFO_0000220,C91.0,C91,92.0,72.0,0.018304232256832254
EFO_0003032,C84.6,C84,2.0,2.0,0.0003979180925398316
EFO_0003032,C84.7,C84,4.0,4.0,0.0007958361850796633
EFO_0003032,C84.6,C84,2.0,2.0,0.0003979180925398316
EFO_0003032,C84.7,C84,4.0,4.0,0.0007958361850796633
MONDO_0013226,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0013934,D81.8,D81,1.0,1.0,0.0001989590462699158
MONDO_0014247,M79.6,M79,1670.0,1106.0,0.3322616072707594
MONDO_0015550,Q81.0,Q81,2.0,0.0,0.0003979180925398316
MONDO_0015941,Q87.0,Q87,21.0,4.0,0.004178139971668232
MONDO_0017721,E75.0,E75,1.0,0.0,0.0001989590462699158
MONDO_0018005,G11.4,G11,29.0,12.0,0.0057698123418275585
MONDO_0018052,Q74.8,Q74,5.0,2.0,0.000994795231349579
MONDO_0018445,Q87.3,Q87,2.0,1.0,0.0003979180925398316
MONDO_0018473,E78.2,E78,206.0,5.0,0.04098556353160265
MONDO_0019257,E83.1,E83,801.0,674.0,0.15936619606220256
MONDO_0020135,Q04.3,Q04,2.0,0.0,0.0003979180925398316
MONDO_0013282,E88.0,E88,289.0,19.0,0.05749916437200567
MONDO_0014317,D61.0,D61,19.0,8.0,0.0037802218791284
MONDO_0014773,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0015283,I42.8,I42,105.0,66.0,0.02089069985834116
MONDO_0017309,Q87.4,Q87,87.0,20.0,0.017309437025482675
MONDO_0018001,Q87.2,Q87,13.0,2.0,0.0025864676015089055
MONDO_0019486,G40.3,G40,1.0,0.0,0.0001989590462699158
MONDO_0019740,M31.3,M31,162.0,111.0,0.03223136549572636
MONDO_0020294,Q21.1,Q21,572.0,392.0,0.11380457446639183
EFO_0000248,C49.9,C49,66.0,28.0,0.013131297053814443
EFO_0000248,C49.9,C49,66.0,28.0,0.013131297053814443
EFO_0002914,C54.2,C54,15.0,8.0,0.002984385694048737
EFO_0002914,C54.2,C54,15.0,8.0,0.002984385694048737
MONDO_0013587,E74.0,E74,13.0,5.0,0.0025864676015089055
MONDO_0016602,E72.2,E72,4.0,1.0,0.0007958361850796633
MONDO_0016675,Q68.8,Q68,18.0,5.0,0.0035812628328584844
MONDO_0016828,D64.0,D64,11.0,5.0,0.0021885495089690736
MONDO_0020379,Q12.0,Q12,80.0,53.0,0.015916723701593263
MONDO_0020466,Q96.9,Q96,29.0,2.0,0.0057698123418275585
MONDO_0100296,Q82.8,Q82,86.0,52.0,0.01711047797921276
EFO_0000538,I42.1,I42,167.0,71.0,0.03322616072707594
MONDO_0013227,D68.8,D68,234.0,32.0,0.046556416827160295
MONDO_0013311,Q82.8,Q82,86.0,52.0,0.01711047797921276
MONDO_0016899,G71.0,G71,82.0,27.0,0.016314641794133097
MONDO_0017148,I27.0,I27,570.0,119.0,0.113406656373852
MONDO_0017315,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0017317,Q85.8,Q85,29.0,8.0,0.0057698123418275585
MONDO_0017806,Q87.3,Q87,2.0,1.0,0.0003979180925398316
MONDO_0018245,Q93.5,Q93,3.0,0.0,0.0005968771388097474
MONDO_0019349,Q87.3,Q87,2.0,1.0,0.0003979180925398316
MONDO_0019733,E85.0,E85,7.0,2.0,0.0013927133238894106
EFO_0000760,C47.9,C47,10.0,1.0,0.001989590462699158
MONDO_0014016,G11.4,G11,29.0,12.0,0.0057698123418275585
MONDO_0015515,E71.3,E71,6.0,2.0,0.0011937542776194949
MONDO_0016806,G24.8,G24,27.0,17.0,0.005371894249287726
MONDO_0016894,Q93.5,Q93,3.0,0.0,0.0005968771388097474
MONDO_0017144,D56.0,D56,26.0,0.0,0.005172935203017811
MONDO_0017465,Q74.0,Q74,25.0,13.0,0.004973976156747895
MONDO_0018305,D71,D71,4.0,1.0,0.0007958361850796633
MONDO_0019312,E70.3,E70,15.0,2.0,0.002984385694048737
MONDO_0015793,G71.2,G71,7.0,2.0,0.0013927133238894106
MONDO_0017510,Q72.8,Q72,5.0,2.0,0.000994795231349579
MONDO_0017677,Q82.8,Q82,86.0,52.0,0.01711047797921276
MONDO_0018347,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0019165,E22.8,E22,2.0,1.0,0.0003979180925398316
MONDO_0019601,G60.0,G60,101.0,31.0,0.020094863673261496
MONDO_0019898,Q93.5,Q93,3.0,0.0,0.0005968771388097474
MONDO_0019916,Q99.8,Q99,20.0,4.0,0.003979180925398316
EFO_0000649,K05.4,K05,9.0,8.0,0.0017906314164292422
EFO_0005224,A78,A78,1.0,0.0,0.0001989590462699158
MONDO_0013905,G11.1,G11,13.0,7.0,0.0025864676015089055
MONDO_0014303,G11.4,G11,29.0,12.0,0.0057698123418275585
MONDO_0014379,Q87.0,Q87,21.0,4.0,0.004178139971668232
MONDO_0015253,D61.0,D61,19.0,8.0,0.0037802218791284
MONDO_0015354,G60.8,G60,51.0,26.0,0.010146911359765707
MONDO_0015553,Q81.2,Q81,2.0,0.0,0.0003979180925398316
MONDO_0016290,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0016362,D12.6,D12,2865.0,2263.0,0.5700176675633087
MONDO_0016994,Q87.1,Q87,14.0,2.0,0.002785426647778821
MONDO_0017471,Q74.1,Q74,23.0,4.0,0.004576058064208063
MONDO_0017503,Q71.3,Q71,3.0,0.0,0.0005968771388097474
MONDO_0017537,Q69.2,Q69,1.0,1.0,0.0001989590462699158
MONDO_0018128,M89.5,M89,13.0,5.0,0.0025864676015089055
MONDO_0018271,C71.9,C71,360.0,242.0,0.07162525665716969
MONDO_0019745,E72.0,E72,11.0,3.0,0.0021885495089690736
EFO_0000275,I48,I48,17365.0,8908.0,3.4549238384770877
MONDO_0013700,K90.3,K90,3.0,1.0,0.0005968771388097474
MONDO_0013970,E71.1,E71,2.0,1.0,0.0003979180925398316
MONDO_0015149,G11.4,G11,29.0,12.0,0.0057698123418275585
MONDO_0015342,G37.3,G37,93.0,78.0,0.01850319130310217
MONDO_0016222,D18.0,D18,1823.0,1337.0,0.3627023413500565
MONDO_0016764,Q11.1,Q11,13.0,2.0,0.0025864676015089055
MONDO_0016764,Q11.2,Q11,5.0,0.0,0.000994795231349579
MONDO_0018851,L85.8,L85,293.0,251.0,0.05829500055708533
MONDO_0018858,L66.1,L66,10.0,10.0,0.001989590462699158
MONDO_0019428,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0019864,Q99.8,Q99,20.0,4.0,0.003979180925398316
EFO_0004209,Q54.4,Q54,1.0,1.0,0.0001989590462699158
EFO_0004209,Q54.0,Q54,56.0,11.0,0.011141706591115285
EFO_0004209,Q54.9,Q54,84.0,20.0,0.016712559886672928
EFO_0004209,Q54.8,Q54,11.0,1.0,0.0021885495089690736
EFO_0004209,Q54.1,Q54,23.0,6.0,0.004576058064208063
EFO_0005223,F43.0,F43,140.0,102.0,0.02785426647778821
MONDO_0013417,D84.1,D84,21.0,10.0,0.004178139971668232
MONDO_0015704,Q75.0,Q75,3.0,1.0,0.0005968771388097474
MONDO_0016090,E75.2,E75,13.0,7.0,0.0025864676015089055
MONDO_0016108,G71.0,G71,82.0,27.0,0.016314641794133097
MONDO_0016876,Q93.5,Q93,3.0,0.0,0.0005968771388097474
MONDO_0017365,Q82.8,Q82,86.0,52.0,0.01711047797921276
MONDO_0018340,D61.0,D61,19.0,8.0,0.0037802218791284
MONDO_0019653,N04.0,N04,15.0,13.0,0.002984385694048737
MONDO_0020213,H18.5,H18,253.0,138.0,0.0503366387062887
MONDO_0020386,Q20.1,Q20,3.0,0.0,0.0005968771388097474
MONDO_0020386,Q21.3,Q21,18.0,8.0,0.0035812628328584844
MONDO_0013523,E34.8,E34,40.0,25.0,0.007958361850796632
MONDO_0015465,Q78.8,Q78,3.0,0.0,0.0005968771388097474
MONDO_0017479,Q71.0,Q71,3.0,0.0,0.0005968771388097474
MONDO_0017555,Q74.0,Q74,25.0,13.0,0.004973976156747895
MONDO_0018014,E71.3,E71,6.0,2.0,0.0011937542776194949
MONDO_0019187,Q13.8,Q13,4.0,2.0,0.0007958361850796633
MONDO_0019901,Q93.5,Q93,3.0,0.0,0.0005968771388097474
MONDO_0019921,Q99.8,Q99,20.0,4.0,0.003979180925398316
MONDO_0019992,E20.1,E20,8.0,3.0,0.0015916723701593265
MONDO_0019994,Q99.8,Q99,20.0,4.0,0.003979180925398316
MONDO_0020547,T86.0,T86,97.0,43.0,0.01929902748818183
MONDO_0013338,G60.0,G60,101.0,31.0,0.020094863673261496
MONDO_0015464,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0015530,G44.8,G44,66.0,51.0,0.013131297053814443
MONDO_0016361,D69.1,D69,14.0,5.0,0.002785426647778821
MONDO_0016691,C79.1,C79,76.0,28.0,0.0151208875165136
MONDO_0016918,Q93.5,Q93,3.0,0.0,0.0005968771388097474
MONDO_0017091,Q04.3,Q04,2.0,0.0,0.0003979180925398316
