ICD10,f41202,All
T900,0,21
M2323,4236,4642
M8414,47,51
D446,17,21
C713,78,96
W097,0,1
M8969,1,3
F168,0,1
I720,60,95
T922,3,179
H318,30,53
D630,144,529
S2781,0,1
H701,16,21
D320,398,534
I132,7,15
Q729,0,2
M2587,81,128
Z019,108,148
M7783,1,1
F170,1,13
W3409,0,1
H653,714,798
X915,0,1
O986,1,1
F950,0,1
M0320,0,2
W1959,0,1
E272,34,58
O800,2026,2074
Z310,161,164
Z100,1,2
M2351,138,194
M8726,2,2
E882,23,44
D751,215,352
G736,1,5
M678,316,657
C716,7,13
Z722,0,190
M2147,30,73
M2445,24,28
X506,0,17
V039,0,35
H215,9,86
E269,10,19
H189,52,93
A029,9,17
O898,0,1
C752,0,1
M7091,1,1
K099,28,36
N491,5,10
M8049,1,2
W316,0,184
T141,30,45
M1395,134,383
F911,0,2
B440,2,7
O981,0,2
O716,4,9
Z115,1,67
R770,0,15
M8481,0,2
M125,1,2
Z133,4,123
O848,5,5
M5119,1,1
M0008,1,1
M2336,361,705
M1382,1,1
Y738,0,1
W869,0,6
A169,31,72
S3701,3,3
G000,1,1
M6651,1,2
Q784,1,4
H748,76,122
Z439,5,6
T140,91,178
W054,0,9
J322,104,165
T242,19,40
Z280,0,1
V905,0,1
M7255,8,11
D036,143,325
Q658,51,95
C530,34,87
M710,3,4
H830,761,906
S127,10,12
M2110,1,1
F233,11,13
M2382,17,39
A085,8,13
W802,0,5
W898,0,1
K904,26,98
V446,0,13
F064,1,2
X853,0,4
W250,0,271
R780,3,32
V140,0,3
P040,0,1
X403,0,1
C924,24,29
W841,0,1
S140,7,8
L040,29,35
Q758,1,4
M997,2,8
F24,3,3
Y450,0,476
I693,3,349
M6088,1,1
K141,11,13
W277,0,3
G466,0,1
M6656,5,5
S0291,1,1
M0027,2,2
T246,2,4
M8781,1,1
G400,8,26
J688,0,1
D137,13,15
G511,0,1
E86,385,3524
E896,4,37
Z349,464,569
J90,1606,6287
J680,4,5
X408,0,1
Z939,0,34
Z594,0,7
Z895,0,198
I621,12,19
J153,2,3
Z543,0,1
O829,40,67
W170,0,135
M2557,815,969
M765,21,27
C794,27,58
M8592,0,1
Q303,5,9
M7208,2,2
M2457,16,26
M2568,3,41
M7228,1,1
J393,3,8
H709,38,71
L550,0,1
F412,162,1854
T702,1,3
S625,46,60
W5489,0,1
C240,53,80
L088,134,219
Y098,0,7
D059,892,1273
Y906,0,9
N136,84,116
M2196,2,11
C154,89,118
X038,0,1
T185,58,59
M5382,7,26
E59,0,1
A70,1,3
X208,0,1
H948,0,1
M7995,10,10
M602,3,8
H907,12,35
I730,130,1401
O911,21,21
F066,0,2
H043,78,89
C148,7,9
H811,204,314
W051,0,7
M159,1558,4150
M0586,2,2
M963,1,2
H610,360,390
W3152,0,2
S324,34,41
K224,382,576
T889,8,21
N480,110,167
W518,0,10
W213,0,162
G471,95,111
R636,4,24
J020,15,22
K590,5398,13015
M8694,35,39
R13,5087,7886
D65,2,37
Z298,13,138
M1002,8,9
D309,2,2
V269,0,1
M0080,1,1
Z837,28,882
J948,42,193
M793,4,8
S833,18,23
G971,54,113
F508,2,6
Y531,0,50
K297,10052,18798
H570,8,84
W0089,0,1
S8250,240,302
C920,320,375
S5230,33,43
M7794,11,23
K808,117,183
H930,1,1
Q390,0,1
K833,6,18
S530,2,12
Z738,3,61
X151,0,1
E65,76,99
O002,4,4
I798,1,12
S851,0,6
D337,0,2
S0610,4,13
Z268,1,2
G510,500,871
C438,1,3
I330,209,244
M0510,4,6
J432,4,70
V575,0,4
D550,1,10
M8428,0,1
L559,3,10
N988,1,4
M4955,0,7
L293,5,14
Y652,0,2
B271,0,1
L814,429,579
V867,0,1
M2438,0,2
M6635,1,1
R453,0,4
J172,3,47
R628,1,14
Y330,0,1
I7020,232,337
S3601,3,9
M0139,1,1
V315,0,1
M7754,1,1
H022,29,54
Y482,0,40
M7900,83,204
S6260,690,862
M9120,0,29
Z505,0,372
W0149,0,12
D051,1146,2648
M2452,10,15
O983,7,13
M0603,4,5
V472,0,1
M6248,5,6
C229,83,139
M723,4,5
V184,0,566
M7117,2,2
G121,2,5
H912,16,23
M722,181,257
M9438,1,1
Z201,0,19
G008,6,9
W0389,0,1
D075,282,595
S3761,0,2
Y848,0,1073
V4709,0,1
K759,133,248
L304,5,18
W2052,0,2
M0681,2,2
T430,336,478
S224,63,154
B371,9,51
S153,1,1
M4629,1,6
Z702,0,4
F480,8,51
M141,1,1
W450,0,209
W058,0,2
M543,499,1141
S909,70,161
T703,33,34
M1500,7,9
N953,118,142
M8644,1,1
W1893,0,1
I603,103,106
W649,0,20
M242,48,66
M8906,29,33
K754,104,191
Y549,0,2
I680,1,22
V0691,0,1
L580,0,2
Z428,22,32
M5495,12,18
M0730,6,172
Y079,0,1
M6261,1,1
W052,0,11
S360,19,33
K853,7,8
S328,10,17
T855,319,439
J440,1561,2600
X134,0,1
M966,53,98
M941,3,4
N733,1,4
G407,10,46
A601,0,3
F441,2,3
Z094,20,33
C793,492,938
F501,1,3
A544,1,1
M2535,4,5
F840,0,18
Y269,0,2
W3162,0,8
M200,232,280
W270,0,173
D251,609,1204
X669,0,3
T119,2,7
K412,10,11
F662,0,1
F301,11,12
V059,0,2
R291,13,24
K760,371,2009
L042,13,21
M8053,0,1
G737,0,8
E703,2,15
Y141,0,1
T789,6,11
M2531,79,89
N210,573,839
Z592,0,11
S5241,11,13
H813,24,34
M6592,20,47
S631,229,313
T394,4,8
E268,0,3
G731,1,2
K298,2529,9317
L14,0,1
C482,116,157
T826,31,39
M256,109,138
I058,4,11
C223,2,4
M2137,45,264
V815,0,8
W911,0,1
G575,38,41
W111,0,1
M8010,0,148
W312,0,5
F10,13,16
C091,10,11
M364,0,1
W919,0,1
X745,0,1
D420,5,29
G573,26,50
H187,5,8
M0539,0,1
X585,0,4
S019,239,381
C001,17,28
E801,13,20
S029,15,28
E032,3,45
M102,0,2
O752,25,182
K283,1,1
J331,14,20
C002,2,4
A099,3219,5998
Z203,1,1
L600,959,1024
Q666,9,12
N943,57,172
Y286,0,2
W556,0,1
X674,0,1
Q656,2,2
G312,33,88
Z530,677,9168
Q248,16,64
Q647,4,13
M761,7,7
M8493,2,2
B088,1,1
V405,0,2
N219,6,8
Z818,0,126
E742,0,2
D200,5,5
Z831,0,59
H063,0,6
W349,0,12
G633,1,6
M2107,74,147
M0326,0,1
M7145,2,2
M5486,15,20
G241,6,9
M4137,0,1
S2210,56,101
M4853,1,2
M8561,0,3
S7280,24,31
S302,33,57
N751,507,516
M679,157,268
G549,81,150
M545,3574,4593
M4620,1,1
C763,18,42
Y444,0,15
J953,0,2
R441,32,226
N330,0,5
N941,567,1238
Z564,0,7
V092,0,11
S748,0,1
M023,5,18
C218,30,39
L010,11,31
T504,5,16
L235,2,33
Z576,1,2
X834,0,1
N025,0,1
A060,6,7
M75,1,1
G904,0,3
S507,1,12
M008,3,4
M319,14,26
I714,494,957
M0697,152,208
G936,20,170
L208,7,14
M4129,1,8
F128,0,2
Y732,0,25
X105,0,1
O330,5,7
L239,20,27
T009,10,28
R860,12,14
W800,0,8
M8441,2,13
F150,5,8
D440,30,35
W574,0,3
F159,0,1
S5251,65,68
D518,3,14
R460,1,24
V2980,0,1
T387,1,4
X460,0,5
S058,50,93
W0131,0,2
M1926,0,1
H138,6,11
W1909,0,5
Y048,0,78
Z360,198,353
T620,4,4
C749,27,46
C080,15,20
F409,0,22
Q070,40,74
E105,77,130
H905,71,289
V674,0,1
O623,41,93
I328,1,7
E161,30,50
J121,10,14
M2195,5,6
O233,1,5
H010,119,569
S411,46,89
N251,4,13
M9010,0,28
M2330,436,606
F208,10,13
O028,4,5
X6188,0,1
S270,53,106
R867,1,17
Y150,0,3
X409,0,205
J399,28,38
Z855,55,3451
C100,6,6
E755,8,23
M8793,2,4
Y578,0,60
V239,0,35
M1181,1,1
Z931,0,493
O746,0,18
K508,145,192
H401,758,1344
S458,1,3
O036,12,12
S014,78,137
E52,1,2
X339,0,2
W791,0,1
H023,713,836
M1095,1,2
N391,21,43
L237,2,5
L581,1,1
W236,0,129
O223,13,15
Z907,5,6694
M9491,1,1
X124,0,1
N319,669,913
M6155,1,2
V803,0,1
C039,8,17
M0002,1,1
Y070,0,14
H438,143,746
W086,0,3
M7120,1,1
C822,28,78
T179,49,94
Q703,4,8
D102,6,6
M161,3814,3985
Z458,1013,1194
C172,59,92
M4812,1,4
W109,0,1224
Z881,0,4117
R945,817,4258
S968,16,22
V655,0,1
T203,8,11
M712,161,290
D539,18,62
Q556,13,19
N816,2235,5185
M4798,20,46
M2154,5,10
V800,0,362
Y883,0,201
W401,0,2
Q360,1,2
M1049,0,1
M165,65,70
H480,0,1
K389,26,37
M8705,7,11
M6288,50,88
X632,0,2
H313,9,20
M8785,23,37
A049,27,44
C382,1,1
E839,7,11
M7304,1,1
W18,0,3
S4221,7,8
T881,5,5
M9489,27,38
C676,128,156
R432,5,12
Z883,0,453
Q731,0,1
J00,49,465
G522,1,8
N838,164,624
M7667,84,99
S4230,261,332
C402,20,30
M6241,1,1
V490,0,9
M238,455,1044
C538,6,19
I772,11,29
J430,2,6
Y240,0,1
F529,4,10
V114,0,35
Z230,0,1
M4848,2,2
N288,329,789
Z970,0,102
M300,15,37
M0286,3,3
D618,0,1
M4351,0,1
K450,22,35
M5454,21,30
M8590,1,3
Y412,0,11
I701,58,109
Y571,0,1
K703,210,435
J040,96,139
D472,101,299
M629,15,22
Y546,0,4
N137,13,37
T941,8,73
S098,52,76
C400,13,15
M1317,4,7
M253,31,41
E708,0,2
W572,0,1
A689,1,1
O659,0,2
W589,0,1
M052,10,18
E063,75,261
M2409,1,1
E753,0,1
Z437,2,2
B001,5,102
W876,0,2
V4309,0,1
M654,149,174
W608,0,3
H502,49,72
M2504,1,3
Z807,1,105
E149,101,2705
Y280,0,17
W454,0,7
S771,0,2
T190,7,7
N701,206,502
M2411,44,113
M8718,2,3
N370,0,6
W448,0,15
V553,0,1
M7107,2,2
S798,18,28
M8800,0,6
T883,0,7
J852,29,43
G558,5,80
X466,0,4
M2180,0,1
D076,1,6
W760,0,1
L42,2,41
V172,0,8
R468,9,95
E033,0,1
P141,0,1
M0726,0,1
M2304,6,25
K574,18,28
V099,0,19
V101,0,1
S034,2,2
K420,293,310
A414,4,13
M183,10,10
D369,9,15
R34,9,133
C162,31,54
B378,269,979
M1311,1,5
G635,0,5
L26,7,10
K575,32,62
R940,4,22
G002,10,11
C445,1969,3969
O25,1,1
R262,41,216
S9271,6,6
M8418,20,27
Q048,3,8
S3620,0,4
H211,16,50
K421,8,8
L020,66,79
W179,0,277
M0759,0,5
X130,0,4
A184,4,5
N602,161,329
E148,14,35
T933,1,252
J342,4003,4924
K625,12067,16397
M9386,0,2
E050,237,568
I281,4,6
W642,0,2
S435,10,18
W207,0,2
W1059,0,1
W388,0,1
E240,19,27
O989,3,3
G252,2,29
O60,267,866
E760,0,1
M8396,2,3
V931,0,14
Z375,0,13
W020,0,4
C925,8,15
H112,9,24
N058,17,45
W376,0,1
G408,30,87
K573,15179,27771
M4633,1,1
M4606,1,21
M415,0,3
K860,126,196
D125,4287,5919
Z489,132,350
V915,0,2
M8484,2,2
M4115,3,6
M2309,9,25
M7079,0,2
M1991,789,2155
S3680,11,33
I672,26,269
M4369,2,12
Y783,0,1
X718,0,2
V487,0,4
A014,3,4
E104,24,220
L433,0,1
M104,1,3
N925,97,151
Q662,7,23
H184,62,141
R196,13,40
I289,4,9
M4308,3,9
N809,519,978
M948,85,129
G039,55,98
M8736,1,2
M0295,1,1
W458,0,27
A270,0,1
K429,3381,4346
C009,11,21
N056,1,2
O230,7,13
T849,67,73
H741,15,31
M8480,0,6
Q339,2,2
M0239,4,22
G564,14,17
B081,62,76
A281,4,5
Z730,0,3
M358,10,25
L758,1,1
J321,32,52
O753,6,11
L509,125,270
M0719,0,1
K402,1680,1736
M705,81,96
M7194,1,2
D830,4,4
H449,11,21
T135,3,5
R779,5,45
M9071,3,16
N732,4,6
S131,25,37
G528,18,26
A480,1,1
D806,9,10
S066,40,66
O225,1,1
G08,42,54
S842,0,1
B678,1,1
K294,212,420
M410,0,1
S855,1,1
Y532,0,9
M2121,4,4
I091,1,5
M664,14,18
O082,1,1
M2522,0,1
L579,17,25
J941,21,45
D042,33,82
V104,0,14
G961,32,73
T55,5,8
C062,22,28
G513,66,75
C051,34,47
T091,1,2
M6507,1,1
V807,0,1
W090,0,8
M316,295,425
M779,39,70
R508,83,182
Y429,0,13
E891,3,13
S298,8,17
O722,174,224
H900,36,80
O267,34,63
K513,226,258
M4854,45,115
V85,0,2
N992,78,96
S5231,2,2
J459,2659,32085
T831,169,233
Y533,0,11
N394,1051,2083
M791,95,157
T486,9,15
M230,16,46
R821,4,15
E440,1,3
W5499,0,2
Y467,0,16
V173,0,1
M7209,11,24
M4720,11,16
F845,4,57
G574,3,5
H664,26,33
E143,237,358
K37,539,577
R893,1,1
M152,38,51
Q269,0,1
W128,0,6
K314,43,147
W290,0,212
Z763,47,55
B441,57,138
T388,0,11
L250,0,1
L942,43,55
N302,481,726
X720,0,3
Y118,0,1
C830,121,216
Z021,0,1
Z833,8,461
M4600,0,1
M5448,4,4
K745,18,76
Q398,2,6
T422,0,3
M1900,10,58
G998,0,7
A033,3,3
Z422,78,119
H950,34,34
M801,0,4
Z209,0,12
M2366,1,1
I690,2,128
M435,0,2
D481,279,358
S6220,107,124
D230,95,110
X442,0,23
M4012,0,2
M0000,3,4
M2401,14,50
K358,340,350
E874,0,4
Y748,0,1
Z932,4,1348
H406,3,8
S0251,1,2
W1182,0,1
Q638,0,9
L982,9,15
N490,1,2
M8213,0,1
X1862,0,1
D227,559,705
R80,105,397
Q981,0,1
V944,0,1
E138,1,3
F522,175,324
X084,0,1
R788,10,30
I278,17,74
R571,1,23
N511,2,6
Q256,4,20
K130,727,811
G834,71,227
X587,0,1
T060,0,1
D568,0,4
L919,22,27
L408,22,44
R943,127,690
T398,43,80
S110,2,3
M2130,0,2
E669,258,12517
R866,13,18
S335,7,8
S852,0,1
N418,10,18
Y584,0,1
K720,80,141
M8932,3,5
X690,0,32
M6502,1,2
S150,2,2
X438,0,1
M821,0,18
Q828,52,86
T913,0,104
Q310,9,11
W280,0,42
M8001,0,6
O748,0,4
M8930,0,1
E018,0,5
Z121,5527,6696
Z601,0,4
W406,0,1
M191,26,34
M1003,4,4
X179,0,3
S6211,2,3
W0189,0,1
W103,0,16
M8145,0,1
T636,1,1
T912,1,51
C930,5,11
A410,99,275
O038,17,19
M8180,4,8
X425,0,1
N179,1301,5518
T311,0,24
B020,4,6
M4952,1,6
N432,15,18
J449,381,8784
V289,0,36
G444,31,53
Q803,1,4
E030,1,14
M0769,0,10
K047,954,1255
S8240,286,383
G622,1,8
I310,2,26
M7664,1,1
O759,2,8
Y845,0,7
C131,4,5
X873,0,1
M9084,0,10
M4949,0,5
B260,1,2
M8933,1,5
V131,0,4
H531,89,553
Q878,5,28
I409,15,19
T929,0,92
O662,6,12
M1285,1,1
M769,3,5
S549,1,4
X5004,0,1
M2360,0,2
H151,7,30
C138,1,1
Q445,2,14
M872,4,21
S4200,460,694
G959,120,193
M619,3,5
R229,253,287
G948,0,6
W040,0,3
T471,10,64
Y447,0,4
E290,2,6
V091,0,13
L574,35,41
M0638,1,1
M5409,3,5
B218,1,1
R69,11961,19649
S665,3,7
M139,232,5043
G468,0,3
C887,0,1
F603,101,157
M2584,147,176
K918,538,876
K279,115,443
T518,2,4
M2199,0,1
G042,5,6
K100,37,42
A638,1,17
M8791,17,28
E329,2,8
X044,0,1
V493,0,6
M922,0,11
Y408,0,169
Z982,0,233
K600,88,116
I430,0,10
E137,0,1
M512,2141,3196
Q189,3,5
O682,412,612
C629,291,510
E343,0,12
S0620,115,174
J205,1,1
F122,1,41
M6749,2,2
O909,35,42
K566,1641,2433
T910,0,7
S2220,138,193
D132,117,199
Q531,40,55
S697,30,31
E721,1,11
Q506,1,4
S683,1,1
M750,1627,1985
T243,34,46
M103,0,11
Z602,2,4548
C722,2,5
O078,1,1
H532,256,870
R466,1,3
Q282,115,130
F422,8,9
N201,2726,2906
M7908,25,41
M342,2,3
Q649,0,2
M2349,145,262
W1389,0,1
M362,0,2
R790,82,194
C840,22,81
I408,1,1
S4231,16,18
N994,53,236
M8583,3,12
N912,46,82
S0680,49,91
Y427,0,305
G379,202,242
S922,9,23
N088,0,3
Z885,0,1346
T385,2,9
N974,11,13
T12,1,1
T409,2,5
Q040,0,2
Z583,0,3
H904,36,86
L902,1,2
W126,0,21
M6098,3,6
A548,2,5
K614,26,30
S2711,3,5
G938,77,266
L412,3,4
H041,199,478
H308,1,7
I442,406,700
B789,1,2
T421,37,56
X310,0,8
L52,44,96
Y539,0,3
S2780,12,25
D590,6,10
E756,0,4
R787,0,2
C503,379,720
W246,0,10
F202,9,11
T802,33,148
D163,52,61
T510,38,1039
R101,8532,10765
M4205,0,1
T277,0,2
S983,0,1
M2498,1,1
A021,6,8
S5250,3998,4249
L661,10,10
J708,1,5
Z500,14,697
H228,1,2
V698,0,6
I700,68,233
Y230,0,1
O643,7,10
M6637,8,8
N842,124,184
J390,25,31
M2565,7,16
K732,43,66
Z299,4,6
D070,9,20
T905,1,107
D037,133,311
E061,11,16
W136,0,9
S970,2,4
I372,1,2
D050,76,283
Y618,0,4
T505,0,2
B227,2,3
Z112,151,269
I470,68,81
N72,502,1401
Q239,1,4
X640,0,292
M4697,28,58
S4220,973,1107
I659,3,6
O318,9,14
A239,0,1
Z017,32,176
V890,0,1
V174,0,43
K561,90,172
H400,517,1231
Y519,0,18
M8201,0,1
M6587,19,31
S342,3,8
M328,8,16
W295,0,25
I970,8,10
Y454,0,8
L810,17,22
T365,2,3
M8000,0,162
J988,114,206
I232,0,6
C006,1,1
Y871,0,70
T860,43,97
G972,1,1
F789,1,2
V4469,0,1
O324,26,73
Z723,0,2
I201,139,246
G058,0,1
S358,2,2
M013,0,3
I7001,1,1
E320,1,2
U049,0,1
V424,0,1
Y621,0,1
S141,48,68
T522,2,2
Z045,9,90
K310,7,12
N130,139,168
S355,0,5
E02,2,31
A419,1722,3451
C860,2,2
H055,1,2
M0627,1,1
D048,3,14
C186,214,286
L430,10,11
R778,7,80
I256,5,13
Y781,0,1
C97,83,106
K101,9,9
H269,16015,16805
Y120,0,2
P140,0,4
W365,0,2
G213,0,1
M5433,0,1
M7188,1,1
M6292,2,3
S711,65,108
D868,42,104
B369,6,39
Q273,73,107
M7092,1,1
X652,0,2
O815,3,4
C831,54,58
W184,0,311
H698,50,59
Q660,8,16
J952,1,6
V784,0,53
Z492,5,77
S3630,2,4
M8091,2,3
D120,1638,2025
K134,56,63
V219,0,1
R270,105,294
M1128,1,2
S5211,6,11
Q825,66,71
G552,9,562
G472,27,32
N030,1,3
M9911,0,3
N131,159,250
J984,355,931
L890,2,135
M1396,226,1008
N944,32,72
Z438,49,73
O645,6,8
K111,83,98
N022,10,22
Q208,0,3
M6096,9,11
S0290,27,50
C962,3,12
W218,0,10
L718,10,16
D361,574,651
T449,6,15
T888,55,115
M7954,160,181
O241,10,16
V498,0,57
T386,0,14
S3781,2,2
W8799,0,1
L930,34,157
T098,2,2
M010,0,1
G432,7,10
M4110,0,2
D593,4,8
D509,4035,7069
R856,2,7
M1390,57,1202
O209,479,495
M1987,9,13
F401,2,10
J118,5,7
M8086,2,2
D127,321,452
M1257,10,12
E053,1,3
K006,89,133
L951,2,2
T184,4,4
M2441,150,181
Q459,2,6
I678,113,1139
W069,0,28
K631,208,439
M0810,1,1
G530,5,105
M0594,15,20
K074,41,52
X258,0,1
L108,2,3
M7676,1,2
T591,1,1
S199,93,135
M0755,0,1
S468,10,22
Q992,0,3
C118,0,1
S701,31,74
B54,40,42
M8504,1,2
Y808,0,1
G636,1,2
W219,0,99
M758,1005,1881
H729,733,883
N857,17,34
M8490,0,1
M341,38,83
M0704,0,5
I843,260,310
W283,0,1
D043,161,426
E894,19,27
Y847,0,10
I660,9,19
L209,26,65
S0281,1,5
M8669,0,9
T442,2,2
F453,31,56
M471,34,45
W859,0,2
X998,0,5
S119,24,45
B881,0,1
G590,1,309
T406,32,62
D559,0,2
W545,0,3
K082,74,80
M217,2,9
M996,0,1
X730,0,1
M4390,0,1
R847,5,13
S751,0,1
W930,0,1
F418,3,27
D649,6267,14654
A090,149,226
G219,1,9
M4349,0,1
Z552,0,2
M6619,0,1
U898,0,192
M2570,2,5
Q319,5,5
I710,120,147
S101,14,16
M7924,2,4
Z118,7,27
C301,3,5
Z870,5,1815
L109,1,12
A812,3,7
W194,0,596
T450,40,119
S635,22,37
M167,145,167
M2397,0,2
O711,2,5
Y513,0,18
S819,110,192
V798,0,21
W003,0,22
T561,0,2
M0686,1,1
I515,2,14
K049,162,188
Y630,0,1
M6244,7,7
Y109,0,4
M2466,18,26
S308,157,313
D682,17,365
M348,30,55
R455,1,25
V854,0,3
C504,2354,4412
X135,0,1
W5408,0,1
Y834,0,1014
X995,0,16
Z513,2,1373
M2406,8,12
W0109,0,10
Z850,105,6189
S373,3,5
S8211,16,24
E078,29,60
W553,0,4
M7288,2,2
Z587,0,18
Y701,0,7
G210,3,9
T876,86,106
M9072,5,30
R498,50,90
G243,22,32
M9054,0,1
Q846,2,2
M2521,2,2
S350,1,1
N329,718,992
M181,329,353
M0597,24,28
F250,50,53
J051,79,89
Z928,0,192
M2416,198,627
J954,1,2
M1226,20,27
O878,3,17
G629,311,1207
K740,52,150
M9962,0,3
M501,486,591
M2578,44,355
S2240,328,769
N431,9,14
D891,10,20
X656,0,1
F513,4,12
M4342,1,1
J341,84,127
K055,17,21
K440,64,114
V829,0,1
T499,0,1
N870,757,823
L210,0,1
I638,210,228
X233,0,2
X4408,0,1
G930,68,170
N973,1,1
W346,0,1
I820,5,19
N311,18,22
R610,57,60
I619,442,522
M254,140,320
S930,38,61
E701,0,1
D520,1,5
N164,0,12
G937,0,1
M0646,10,12
V190,0,3
R12,1265,2490
O995,32,73
M2524,1,1
M4126,2,5
K823,4,42
M0809,1,10
M1225,1,2
I422,86,219
Q890,0,9
C927,17,33
Q643,24,31
G969,4,11
M6029,0,1
Z503,2,15
R877,44,81
V385,0,1
I721,10,13
Y579,0,252
M2116,17,180
M2369,3,5
I454,7,57
W192,0,430
Z591,0,29
Z363,288,332
Y439,0,2
T216,0,2
X918,0,1
W116,0,38
M1197,1,2
S300,44,99
K830,387,568
A170,12,14
C248,4,6
W929,0,2
L639,6,17
M8957,3,3
O661,0,1
D281,34,46
O334,1,3
M9481,3,8
Z531,9,110
H403,15,30
W2392,0,1
J450,79,714
N483,26,28
N509,57,84
T503,1,1
C390,1,1
X990,0,36
L252,0,1
X394,0,5
S801,65,121
I059,55,184
N766,44,62
W501,0,3
I501,863,4179
G458,84,110
S379,5,8
C602,2,2
R619,141,691
C785,47,209
M2567,48,68
M7137,9,12
V130,0,12
S626,230,293
C090,11,29
T233,31,46
M302,1,1
X030,0,5
I602,169,175
E507,0,1
X844,0,1
R865,3,8
Y541,0,39
B950,1,189
M4159,0,3
Q218,5,12
S497,2,3
C600,9,18
I082,12,109
M8197,6,49
M2354,1,4
Y353,0,1
C442,848,1183
N118,2,4
N820,34,42
M2355,2,2
R688,123,329
Y95,0,1407
F206,3,7
H913,1,41
D385,15,18
M8991,7,16
F338,3,9
B59,36,51
W005,0,10
F514,5,11
A260,1,2
Q250,8,16
C857,76,194
M2447,24,62
Y108,0,1
T062,1,1
D031,12,21
Q402,7,23
M2467,18,34
N270,0,46
J158,18,30
M2511,1,2
K928,43,75
M7021,3,5
K120,33,100
X449,0,180
M2489,0,1
T796,49,125
H722,27,38
X292,0,2
K613,222,235
M7786,1,1
I73,0,1
W317,0,3
S618,418,633
Z507,16,1201
I230,0,1
M0524,0,1
V491,0,4
S637,7,9
X432,0,1
C101,0,1
M831,0,7
D430,44,64
M4116,2,3
D073,7,25
H525,3,4
Z916,4,660
L990,0,4
D863,19,38
M1196,11,18
O712,0,3
R454,2,42
Q620,2,4
B954,0,798
S0650,271,350
M1223,1,1
Z877,1,507
M9496,17,50
K287,1,4
G253,30,106
S063,23,38
M4686,3,4
N063,1,1
G001,48,50
Q796,15,71
H744,99,141
M8148,1,1
Q403,2,13
M6539,9,10
M8941,0,1
M1209,0,2
M2193,2,4
Y414,0,1
R224,542,725
C130,13,16
F459,11,29
O703,8,14
H450,2,11
W225,0,37
S634,134,181
S8221,95,107
S461,13,27
Y838,0,7152
M6114,0,1
C029,110,189
N972,4,9
V486,0,18
M7962,237,475
K020,4,6
N500,69,99
H600,19,24
B344,14,37
M0599,93,183
S3200,397,541
S121,9,10
O610,68,160
C436,537,914
J14,79,121
Z036,66,150
N059,56,180
M215,15,31
R001,734,3279
X1262,0,1
L443,2,3
A413,5,9
O840,2,3
E132,0,1
R194,9446,13594
S424,47,53
F729,0,1
B019,48,70
X4669,0,1
I513,13,62
M0699,643,2894
M7905,1,5
V492,0,1
W519,0,46
B960,0,10
R464,20,52
F448,8,12
W2703,0,3
C153,33,42
M871,2,5
Z882,0,1030
Y798,0,1
R231,8,113
M9410,0,1
M7903,1,2
T018,7,16
I620,278,334
O265,3,11
Q830,1,1
X7089,0,1
Z755,55,83
D696,326,1506
I129,52,308
Q172,2,3
S2231,0,3
M8562,0,1
A152,11,12
V943,0,3
A279,10,11
H618,104,133
I220,104,115
M728,5,7
M8708,1,1
X600,0,814
M4299,0,1
S398,30,43
T337,1,1
K762,2,3
I398,0,1
T454,7,11
L011,5,9
Z540,37,165
O831,9,11
V429,0,1
K739,64,116
F333,101,114
Z370,93,14469
R410,911,2726
L049,10,24
M7797,38,70
B004,37,40
L648,0,1
B529,2,3
Z905,3,1382
V940,0,1
K053,501,692
N741,0,1
M4387,0,3
C710,47,59
W197,0,3
M8655,1,2
Y635,0,1
E059,355,1758
M2591,27,34
W870,0,18
S519,103,173
H193,1,33
A066,1,2
M0746,0,1
Q989,0,2
J204,0,1
D047,159,586
X508,0,111
O723,1,9
M0805,1,1
Y763,0,5
C432,41,64
M544,350,397
I493,163,512
T001,0,2
T446,4,14
M4315,3,5
Q430,26,93
J938,45,102
L218,1,4
M0695,69,92
M7096,1,1
T671,0,5
D259,7129,10700
S717,3,9
M4125,4,6
W904,0,2
C519,99,147
X475,0,4
D201,5,14
F431,21,148
W176,0,38
Z044,1,1
M6192,0,1
H902,143,300
T286,1,1
M0588,1,1
B160,1,1
Z741,1,54
K834,14,17
I418,0,2
M8715,5,11
U511,0,117
N47,2114,2490
Q644,9,12
M8097,4,5
I839,11777,12463
S6231,24,31
V786,0,17
K005,0,1
H473,14,141
C403,3,5
M4642,8,14
C473,4,5
N038,3,11
H102,0,4
I280,6,9
M961,58,73
D699,10,55
W183,0,122
M707,49,78
F205,12,30
J960,56,424
S543,1,3
M7910,75,134
L918,681,1068
Z753,1,86
C496,14,40
M960,181,211
V682,0,6
C819,156,295
I632,141,155
O809,508,526
M7978,1,6
I308,4,8
D641,0,1
S0690,38,51
R290,2,12
M4637,1,2
K621,4636,7602
C712,139,170
E351,0,3
W204,0,9
O756,142,331
E229,4,10
C481,41,68
M864,4,6
M9129,0,1
M6265,21,23
C881,0,1
Y085,0,1
Z828,0,7
E611,120,263
H621,0,3
Y249,0,1
H512,7,20
D310,48,49
W310,0,62
Q289,2,7
M1182,1,2
G710,27,82
N835,48,91
M1236,2,2
S623,84,107
M8798,11,16
M7202,1,1
Y520,0,22
K038,9,14
I119,39,177
T511,3,6
S527,13,16
D419,2,12
D832,1,1
F339,147,515
T460,9,11
M4187,3,5
F400,5,53
M4897,1,3
I64,1157,1304
O081,35,46
X699,0,32
W1292,0,1
E859,39,67
Q851,2,11
Y516,0,29
T884,26,314
